OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
49-2098,Security and Fire Alarm Systems Installers,detailed,83540,2.2,27.59,57400,0.6,17.69,21.91,27.13,31.52,38.29,36790,45580,56430,65570,79650
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,1708100,0.4,26.81,55760,0.3,15.84,18.71,24.42,31.52,39.15,32960,38910,50790,65560,81430
49-3010,Aircraft Mechanics and Service Technicians,broad,137630,1.1,36.66,76260,0.5,22,28.46,36.07,42.48,55.17,45760,59190,75020,88350,114750
49-3011,Aircraft Mechanics and Service Technicians,detailed,137630,1.1,36.66,76260,0.5,22,28.46,36.07,42.48,55.17,45760,59190,75020,88350,114750
49-3020,Automotive Technicians and Repairers,broad,845360,0.4,25.2,52410,0.3,14.93,17.91,23.07,29.86,37.4,31060,37260,47990,62110,77800
49-3021,Automotive Body and Related Repairers,detailed,151910,1.1,26.55,55220,0.5,16.95,19.92,23.43,29.84,38.65,35250,41430,48740,62060,80380
49-3022,Automotive Glass Installers and Repairers,detailed,16890,5.4,22.12,46010,0.9,15.08,17.88,21.79,24.99,29.81,31370,37180,45320,51970,62000
49-3023,Automotive Service Technicians and Mechanics,detailed,676570,0.5,24.97,51940,0.3,14.71,17.74,22.96,29.96,37.32,30600,36910,47770,62310,77630
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,285030,1.3,28.81,59920,0.3,18.76,22.95,28.35,33.88,39.63,39020,47730,58970,70470,82430
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,285030,1.3,28.81,59920,0.3,18.76,22.95,28.35,33.88,39.63,39020,47730,58970,70470,82430
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,233590,1.0,30.06,62520,0.7,19.21,23.44,29.33,35.61,40.31,39960,48750,61000,74070,83850
49-3041,Farm Equipment Mechanics and Service Technicians,detailed,36830,1.4,25.06,52120,0.5,16.76,19.85,23.66,29.47,34.83,34870,41290,49210,61310,72450
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,177280,1.2,30.93,64340,0.8,20.67,24.24,29.76,36.18,41.21,42990,50420,61900,75260,85720
49-3043,Rail Car Repairers,detailed,19480,1.9,31.58,65690,0.6,21.22,23.99,31.27,37.62,42.44,44140,49900,65030,78240,88280
49-3050,Small Engine Mechanics,broad,73630,1.5,23.11,48070,0.3,15.18,18,22.36,27.4,31.54,31580,37440,46500,57000,65600
49-3051,Motorboat Mechanics and Service Technicians,detailed,23230,2.8,25.3,52620,0.8,16.83,19.97,24.04,29.43,35.38,35010,41540,49990,61210,73600
49-3052,Motorcycle Mechanics,detailed,14330,3.2,23.06,47960,0.6,14.52,17.78,22.24,27.94,32.56,30200,36980,46270,58110,67730
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,36080,1.5,21.72,45180,0.6,14.83,17.52,21.22,24.58,29.28,30840,36430,44140,51120,60900
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,132860,1.3,18.87,39250,0.4,13.93,15.38,17.57,21.4,25.37,28980,31980,36550,44500,52770
49-3091,Bicycle Repairers,detailed,13980,4.2,18.92,39360,0.8,13.78,16.41,18.42,21.7,23.51,28670,34140,38320,45130,48910
49-3092,Recreational Vehicle Service Technicians,detailed,17360,5.2,24.37,50690,1.0,16.18,18.6,23.05,28.94,34.85,33660,38690,47950,60200,72500
49-3093,Tire Repairers and Changers,detailed,101520,1.2,17.92,37280,0.4,13.86,14.97,17.21,19.19,22.93,28820,31140,35790,39910,47680
49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,3196930,0.4,26.74,55620,0.2,15.99,18.95,24.14,31.31,39.76,33260,39410,50200,65120,82690
49-9010,Control and Valve Installers and Repairers,broad,75570,1.7,31.12,64740,0.6,18,22.22,28.39,39.05,48.6,37440,46210,59040,81230,101090
49-9011,Mechanical Door Repairers,detailed,27800,3.9,24.83,51640,0.8,17.42,20.35,23.39,28.7,33.53,36240,42330,48650,59700,69750
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,47780,1.8,34.79,72360,0.7,18.67,23.81,33.7,45.51,50.6,38820,49520,70100,94670,105250
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,397450,1.2,28.66,59620,0.4,17.92,22.38,27.55,34.19,40.51,37270,46550,57300,71120,84250
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,397450,1.2,28.66,59620,0.4,17.92,22.38,27.55,34.19,40.51,37270,46550,57300,71120,84250
49-9030,Home Appliance Repairers,broad,29950,2.6,24.35,50640,1.7,14.95,18.11,22.68,28.48,34.93,31100,37660,47170,59240,72660
49-9031,Home Appliance Repairers,detailed,29950,2.6,24.35,50640,1.7,14.95,18.11,22.68,28.48,34.93,31100,37660,47170,59240,72660
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,509160,0.6,30.35,63130,0.2,19.85,23.77,29.41,35.82,40.83,41290,49440,61160,74500,84920
49-9041,Industrial Machinery Mechanics,detailed,412650,0.6,30.62,63690,0.3,20.38,23.94,29.53,36.07,41.33,42390,49780,61420,75030,85970
49-9043,"Maintenance Workers, Machinery",detailed,58040,1.5,28.13,58500,0.4,18,22.25,27.57,32.37,38.83,37440,46280,57350,67320,80770
49-9044,Millwrights,detailed,37930,2.4,30.92,64310,0.8,20.75,24.77,30.28,36.72,39.76,43160,51530,62980,76380,82700
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,540,9.9,23.99,49900,1.5,14.97,17.18,23.27,30.13,33.65,31130,35730,48410,62670,69990
49-9050,Line Installers and Repairers,broad,219120,1.2,37.64,78290,0.4,21.44,26.81,37.89,47.64,53.13,44600,55770,78810,99100,110520
49-9051,Electrical Power-Line Installers and Repairers,detailed,120170,1.4,41.3,85900,0.4,23.18,30.35,41.07,50.11,57.66,48220,63120,85420,104230,119920
49-9052,Telecommunications Line Installers and Repairers,detailed,98950,1.8,33.19,69040,0.7,19.32,23.34,31.08,43.99,48.62,40180,48540,64640,91500,101120
49-9060,Precision Instrument and Equipment Repairers,broad,85320,1.9,30.15,62700,0.8,17.45,21.38,28.55,37.16,46.53,36290,44470,59380,77300,96790
49-9061,Camera and Photographic Equipment Repairers,detailed,2540,22.6,28.3,58870,7.2,16.69,20.6,22.52,30.74,57.74,34710,42840,46850,63940,120090
49-9062,Medical Equipment Repairers,detailed,64400,2.2,30.84,64140,0.9,17.7,21.72,29.17,37.58,47.01,36810,45180,60670,78160,97780
49-9063,Musical Instrument Repairers and Tuners,detailed,6170,4.3,22.24,46250,1.3,14.1,16.82,20.58,25.28,30.75,29330,34980,42800,52590,63970
49-9064,Watch and Clock Repairers,detailed,1880,14.5,26.99,56140,3.8,13.65,20.99,27.95,32.86,38.05,28390,43660,58140,68340,79150
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,10330,3.8,31.59,65710,1.0,19.83,23.26,29.83,38.19,45.97,41250,48380,62040,79430,95620
49-9070,"Maintenance and Repair Workers, General",broad,1503150,0.8,23.87,49650,0.2,14.84,17.87,22.45,28.67,35.33,30860,37160,46700,59640,73490
49-9071,"Maintenance and Repair Workers, General",detailed,1503150,0.8,23.87,49650,0.2,14.84,17.87,22.45,28.67,35.33,30860,37160,46700,59640,73490
49-9080,Wind Turbine Service Technicians,broad,9800,6.7,31.43,65380,1.5,22.77,25.37,29.7,36.03,43.41,47360,52770,61770,74940,90300
49-9081,Wind Turbine Service Technicians,detailed,9800,6.7,31.43,65380,1.5,22.77,25.37,29.7,36.03,43.41,47360,52770,61770,74940,90300
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,367420,0.9,23.3,48470,0.3,14.47,17.28,21.38,27.4,35.99,30110,35930,44470,56980,74860
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,36100,3.0,22.04,45840,1.1,13.87,17.03,21.63,25.75,30.43,28840,35420,44980,53550,63300
49-9092,Commercial Divers,detailed,2790,11.3,36.33,75570,6.4,18.96,22.33,29.47,43.15,65.86,39430,46440,61300,89750,136990
49-9094,Locksmiths and Safe Repairers,detailed,14790,2.0,25.06,52130,0.7,15.2,18.25,23.26,29.84,36.76,31620,37950,48380,62070,76460
49-9095,Manufactured Building and Mobile Home Installers,detailed,2910,12.9,19.14,39820,2.1,12.77,16.28,18.74,21.95,26,26560,33860,38980,45650,54080
49-9096,Riggers,detailed,23870,3.8,29.82,62020,1.1,17.99,21.74,27.03,36.22,46.67,37420,45220,56220,75350,97080
49-9097,Signal and Track Switch Repairers,detailed,9200,1.2,39.33,81810,0.6,29.76,36.9,39.76,43.78,45.89,61910,76760,82710,91050,95460
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,101890,1.7,18.61,38720,0.5,13.02,15.05,17.65,21.26,25.28,27080,31310,36710,44230,52590
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,175860,1.4,24.27,50480,0.4,15.58,18.16,22.36,28.49,35.95,32400,37770,46500,59250,74780
51-0000,Production Occupations,major,8770170,0.1,22.9,47620,0.2,14.69,17.3,20.98,26.39,33.83,30550,35980,43630,54880,70370
51-1000,Supervisors of Production Workers,minor,671160,0.3,34.48,71730,0.2,20.93,25,31.7,39.75,49.9,43540,52000,65930,82680,103780
51-1010,First-Line Supervisors of Production and Operating Workers,broad,671160,0.3,34.48,71730,0.2,20.93,25,31.7,39.75,49.9,43540,52000,65930,82680,103780
51-1011,First-Line Supervisors of Production and Operating Workers,detailed,671160,0.3,34.48,71730,0.2,20.93,25,31.7,39.75,49.9,43540,52000,65930,82680,103780
51-2000,Assemblers and Fabricators,minor,1924970,0.5,20.9,43470,0.2,14.62,17.05,19.1,23.25,29.4,30410,35470,39720,48350,61140
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,29810,2.0,30.22,62860,0.7,19.02,23.6,29.44,37.51,44.8,39550,49080,61240,78030,93180
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,29810,2.0,30.22,62860,0.7,19.02,23.6,29.44,37.51,44.8,39550,49080,61240,78030,93180
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,279340,1.0,21.07,43830,0.4,15.07,17.42,19.57,23.27,28.57,31340,36220,40700,48400,59420
51-2021,"Coil Winders, Tapers, and Finishers",detailed,11900,3.7,22.13,46020,1.1,15.81,18.02,21.58,25.02,29.43,32890,37480,44890,52040,61220
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,267440,1.0,21.03,43740,0.4,15.04,17.4,19.47,23.19,28.51,31290,36190,40490,48230,59310
51-2030,Engine and Other Machine Assemblers,broad,47960,1.8,25.71,53470,0.4,17.43,19.46,24.17,32.31,34.69,36250,40480,50270,67210,72160
51-2031,Engine and Other Machine Assemblers,detailed,47960,1.8,25.71,53470,0.4,17.43,19.46,24.17,32.31,34.69,36250,40480,50270,67210,72160
51-2040,Structural Metal Fabricators and Fitters,broad,57810,1.8,24.35,50640,0.5,17.39,19.8,23.31,27.65,31.97,36180,41180,48480,57520,66500
51-2041,Structural Metal Fabricators and Fitters,detailed,57810,1.8,24.35,50640,0.5,17.39,19.8,23.31,27.65,31.97,36180,41180,48480,57520,66500
51-2050,Fiberglass Laminators and Fabricators,broad,20380,2.7,21.12,43920,0.7,15.1,17.65,19.33,23.28,27.95,31400,36720,40200,48430,58140
51-2051,Fiberglass Laminators and Fabricators,detailed,20380,2.7,21.12,43920,0.7,15.1,17.65,19.33,23.28,27.95,31400,36720,40200,48430,58140
51-2060,Timing Device Assemblers and Adjusters,broad,400,27.4,25.41,52840,4.0,18.17,20.28,23.48,28.41,33.29,37800,42190,48840,59090,69240
51-2061,Timing Device Assemblers and Adjusters,detailed,400,27.4,25.41,52840,4.0,18.17,20.28,23.48,28.41,33.29,37800,42190,48840,59090,69240
51-2090,Miscellaneous Assemblers and Fabricators,broad,1489280,0.6,20.39,42400,0.2,14.44,16.82,18.71,22.75,28.77,30030,34980,38920,47310,59840
51-2090,Miscellaneous Assemblers and Fabricators,detailed,1489280,0.6,20.39,42400,0.2,14.44,16.82,18.71,22.75,28.77,30030,34980,38920,47310,59840
51-3000,Food Processing Workers,minor,848630,0.9,18.37,38220,0.2,13.42,15.26,17.71,21.11,23.8,27920,31750,36850,43900,49500
51-3010,Bakers,broad,220230,2.9,17.09,35550,0.4,12,14.22,16.8,18.64,22.59,24960,29570,34950,38760,46980
51-3011,Bakers,detailed,220230,2.9,17.09,35550,0.4,12,14.22,16.8,18.64,22.59,24960,29570,34950,38760,46980
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,345940,0.7,18.44,38350,0.2,13.69,15.5,17.88,21.1,23.46,28470,32240,37200,43890,48800
51-3021,Butchers and Meat Cutters,detailed,136330,1.3,19.08,39680,0.4,13.22,15.5,18.1,22.12,26.25,27500,32240,37650,46020,54600
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,138300,1.0,17.71,36840,0.2,13.8,15.3,17.45,19.55,22.19,28700,31820,36300,40670,46150
51-3023,Slaughterers and Meat Packers,detailed,71310,1.1,18.61,38710,0.2,14.64,16.62,18.35,21.29,22.65,30450,34560,38160,44280,47120
51-3090,Miscellaneous Food Processing Workers,broad,282460,0.9,19.3,40140,0.3,14.12,16.25,18.33,22.06,25.69,29370,33790,38130,45880,53440
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,19570,3.9,20.39,42410,1.0,14.26,16.7,19.16,23.31,28.38,29650,34740,39850,48480,59020
51-3092,Food Batchmakers,detailed,169190,1.1,19.66,40890,0.3,14.17,16.16,18.49,22.68,26.75,29480,33610,38460,47170,55640
51-3093,Food Cooking Machine Operators and Tenders,detailed,29730,4.0,19.12,39770,0.8,13.81,16.07,18.54,22.05,24.48,28720,33430,38550,45870,50910
51-3099,"Food Processing Workers, All Other",detailed,63970,1.8,18.09,37630,0.3,13.88,16.31,17.73,19.54,22.16,28870,33930,36890,40630,46100
51-4000,Metal Workers and Plastic Workers,minor,1605180,0.3,23.73,49350,0.2,16.42,18.43,22.53,27.76,32.88,34160,38340,46860,57750,68390
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,97290,1.5,22.4,46600,0.5,15.93,18.25,21.83,25.01,29.79,33140,37950,45410,52030,61960
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,63370,1.9,21.85,45440,0.7,15.41,17.94,21.34,24.43,28.81,32050,37320,44390,50800,59930
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,9170,3.8,22.76,47350,0.9,15.32,18.46,22.59,26.07,30.8,31860,38390,46990,54220,64070
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,24750,2.7,23.7,49290,0.6,17.16,19.35,22.61,26.55,31.65,35690,40240,47040,55220,65830
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,293770,1.0,21.61,44950,0.2,15.9,17.76,20.82,23.86,29.27,33070,36940,43300,49630,60870
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,179230,1.3,21.28,44260,0.3,15.69,17.61,20.39,23.57,28.76,32640,36620,42400,49030,59810
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,5740,6.1,22.83,47490,1.7,16.61,18.67,21.45,25.68,30.2,34550,38840,44620,53410,62820
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,75260,1.2,21.37,44450,0.3,15.85,17.8,20.48,23.46,28.84,32960,37020,42610,48800,59990
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,19560,3.3,23.48,48850,0.8,17.19,18.97,22.65,26.85,31,35760,39460,47110,55860,64470
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,13990,3.1,24.05,50020,0.8,16.89,18.46,22.69,28.5,33.62,35140,38390,47200,59280,69920
51-4040,Machinists,broad,290720,1.0,26.25,54600,0.2,17.64,21,24.44,30.22,36.45,36690,43680,50840,62860,75820
51-4041,Machinists,detailed,290720,1.0,26.25,54600,0.2,17.64,21,24.44,30.22,36.45,36690,43680,50840,62860,75820
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,26340,3.8,25.7,53460,0.7,17.77,20.75,24.14,30.03,37.14,36960,43150,50200,62460,77250
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,20870,4.8,26.13,54340,0.9,17.87,21.19,24.16,30.69,39.68,37180,44080,50250,63820,82530
51-4052,"Pourers and Casters, Metal",detailed,5460,4.1,24.09,50110,0.8,17.41,19.3,23.41,27.78,32.83,36220,40140,48690,57780,68280
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,4990,4.4,29.06,60450,1.2,19.05,22.32,28.29,34.44,39.98,39630,46430,58840,71630,83160
51-4061,"Model Makers, Metal and Plastic",detailed,2840,4.8,31.21,64920,1.2,20.42,23.69,30.86,37,42.51,42470,49270,64190,76960,88420
51-4062,"Patternmakers, Metal and Plastic",detailed,2150,8.6,26.22,54550,2.2,17.44,21.2,23.88,31.17,37.13,36280,44090,49670,64830,77230
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,170760,1.2,20.32,42270,0.3,14.6,16.85,18.83,22.87,27.98,30360,35040,39170,47560,58190
51-4071,Foundry Mold and Coremakers,detailed,11780,2.7,21.7,45130,0.7,15.9,17.97,21.3,24.22,29.47,33070,37390,44300,50380,61300
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,158980,1.3,20.22,42060,0.3,14.56,16.78,18.69,22.75,27.87,30280,34900,38870,47320,57970
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,127790,1.4,21.15,43990,0.3,15.02,17.47,20,23.88,28.7,31240,36330,41600,49660,59700
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,127790,1.4,21.15,43990,0.3,15.02,17.47,20,23.88,28.7,31240,36330,41600,49660,59700
51-4110,Tool and Die Makers,broad,58150,1.1,29.82,62020,0.3,19.5,23.59,29.56,35.59,39.29,40560,49070,61490,74030,81720
51-4111,Tool and Die Makers,detailed,58150,1.1,29.82,62020,0.3,19.5,23.59,29.56,35.59,39.29,40560,49070,61490,74030,81720
51-4120,"Welding, Soldering, and Brazing Workers",broad,454760,0.9,25.12,52240,0.2,17.64,20.26,23.4,28.63,34.7,36690,42130,48680,59540,72180
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,421730,0.8,25.31,52640,0.2,17.71,20.56,23.53,28.8,35.08,36830,42760,48940,59900,72970
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,33020,2.7,22.65,47120,0.4,16.96,18.56,21.8,25.21,30.41,35270,38600,45350,52430,63260
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,80600,1.7,22.02,45800,0.4,15.46,17.77,20.8,24.61,30.09,32150,36960,43260,51200,62580
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,14950,3.1,22.38,46540,0.7,16.76,18.43,21.27,24.8,29.53,34850,38330,44240,51570,61410
51-4192,"Layout Workers, Metal and Plastic",detailed,6660,4.2,28.9,60110,0.7,19.94,23.16,29.94,32.01,38.16,41480,48180,62270,66580,79370
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,31970,2.4,20.46,42550,0.5,14.78,17.06,19.11,22.85,27.67,30730,35480,39740,47530,57550
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,6660,4.3,23.33,48520,1.0,15.39,18.29,22.31,27.38,32.77,32020,38030,46410,56950,68150
51-4199,"Metal Workers and Plastic Workers, All Other",detailed,20370,5.0,21.53,44780,0.7,15.66,17.75,19.81,23.51,29.36,32580,36910,41200,48910,61080
51-5100,Printing Workers,minor,213920,0.7,21.17,44030,0.3,14.3,17,19.65,23.83,29.31,29750,35370,40870,49560,60970
51-5110,Printing Workers,broad,213920,0.7,21.17,44030,0.3,14.3,17,19.65,23.83,29.31,29750,35370,40870,49560,60970
51-5111,Prepress Technicians and Workers,detailed,23590,2.7,22.38,46540,0.7,15.06,17.5,21.67,26.12,30.5,31330,36390,45070,54330,63440
51-5112,Printing Press Operators,detailed,151450,1.1,21.37,44450,0.4,14.32,17.1,20.13,24.12,29.57,29790,35560,41860,50160,61500
51-5113,Print Binding and Finishing Workers,detailed,38880,2.2,19.64,40860,0.6,14.05,16.6,18.32,22.47,26.97,29220,34520,38100,46740,56090
51-6000,"Textile, Apparel, and Furnishings Workers",minor,473970,0.8,16.93,35210,0.2,12,14.07,16.4,18.43,22.26,24970,29260,34110,38340,46310
51-6010,Laundry and Dry-Cleaning Workers,broad,185000,0.9,15.33,31880,0.2,11.38,13.31,14.93,17.05,18.71,23670,27690,31050,35460,38920
51-6011,Laundry and Dry-Cleaning Workers,detailed,185000,0.9,15.33,31880,0.2,11.38,13.31,14.93,17.05,18.71,23670,27690,31050,35460,38920
51-6020,"Pressers, Textile, Garment, and Related Materials",broad,28700,3.4,15.55,32340,0.6,11.37,13.68,15.5,17.33,18.92,23650,28460,32240,36050,39360
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,28700,3.4,15.55,32340,0.6,11.37,13.68,15.5,17.33,18.92,23650,28460,32240,36050,39360
51-6030,Sewing Machine Operators,broad,116130,1.3,16.83,35000,0.4,12.19,14.27,16.56,18.43,21.81,25360,29690,34440,38340,45360
51-6031,Sewing Machine Operators,detailed,116130,1.3,16.83,35000,0.4,12.19,14.27,16.56,18.43,21.81,25360,29690,34440,38340,45360
51-6040,Shoe and Leather Workers,broad,11850,3.3,17.72,36850,1.1,13.16,14.35,17.45,20.24,22.45,27360,29850,36300,42110,46690
51-6041,Shoe and Leather Workers and Repairers,detailed,7230,7.2,17.8,37030,2.0,12.32,14.23,17.32,20.19,23.29,25620,29600,36020,41990,48440
51-6042,Shoe Machine Operators and Tenders,detailed,4630,4.9,17.58,36570,0.8,13.44,14.62,17.78,20.5,21.82,27950,30420,36970,42650,45380
51-6050,"Tailors, Dressmakers, and Sewers",broad,18340,7.5,18.76,39020,1.0,13,14.93,17.16,21.27,25.46,27040,31050,35680,44240,52950
51-6051,"Sewers, Hand",detailed,3390,11.9,16.28,33860,1.8,12.5,13.95,15.5,17.87,21.1,26000,29020,32240,37170,43880
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,14950,10.2,19.32,40190,1.1,13.25,15.3,17.62,21.4,26.83,27560,31820,36650,44510,55810
51-6060,"Textile Machine Setters, Operators, and Tenders",broad,55950,1.2,17.96,37370,0.4,13.78,15.48,17.38,19.5,22.52,28670,32190,36150,40560,46840
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,6650,7.0,18.06,37570,2.4,13.26,14.62,16.99,19.48,22.24,27580,30410,35340,40520,46260
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,9760,2.7,17.81,37040,0.6,13.24,15.14,17.61,19.76,22.49,27540,31490,36620,41100,46790
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,15980,2.7,18.21,37880,0.9,13.8,15.36,17.85,20.13,22.57,28700,31950,37130,41860,46940
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,23550,1.7,17.84,37100,0.6,14.2,15.84,17.08,19.12,22.52,29530,32950,35530,39780,46840
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,58010,1.9,21.17,44020,0.7,14.2,16.76,19.5,23.49,29.68,29540,34870,40560,48870,61730
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,14520,3.6,21.77,45270,0.5,16.11,18.26,21.17,24.03,29.03,33510,37980,44030,49990,60380
51-6092,Fabric and Apparel Patternmakers,detailed,2670,7.4,32.09,66750,4.3,15.28,19.6,30.05,39.59,51.38,31780,40760,62510,82340,106870
51-6093,Upholsterers,detailed,25740,2.0,21.55,44820,0.7,14.64,17.35,20.54,23.91,29.71,30450,36090,42730,49740,61800
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,15080,3.9,18,37430,1.1,13.48,14.5,16.89,19.57,23.95,28030,30150,35130,40710,49810
51-7000,Woodworkers,minor,216330,0.9,20.3,42210,0.3,14.28,16.94,18.92,22.88,27.6,29700,35240,39350,47590,57400
51-7010,Cabinetmakers and Bench Carpenters,broad,88460,1.6,21.45,44620,0.4,14.83,17.57,20.8,23.78,29.23,30850,36550,43260,49470,60800
51-7011,Cabinetmakers and Bench Carpenters,detailed,88460,1.6,21.45,44620,0.4,14.83,17.57,20.8,23.78,29.23,30850,36550,43260,49470,60800
51-7020,Furniture Finishers,broad,14380,2.6,20.43,42490,0.6,14.26,16.82,19.13,22.9,27.46,29660,34980,39790,47640,57120
51-7021,Furniture Finishers,detailed,14380,2.6,20.43,42490,0.6,14.26,16.82,19.13,22.9,27.46,29660,34980,39790,47640,57120
51-7030,"Model Makers and Patternmakers, Wood",broad,850,11.7,25.22,52460,2.8,16.56,18.61,23.22,29.47,38.89,34440,38700,48290,61300,80890
51-7031,"Model Makers, Wood",detailed,590,14.1,25.25,52510,3.7,16.29,18,21.66,30.65,40.43,33880,37440,45040,63740,84090
51-7032,"Patternmakers, Wood",detailed,260,19.8,25.16,52330,4.0,18.61,21.03,23.38,26.46,36.28,38700,43730,48630,55030,75460
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,104820,1.2,19.36,40260,0.3,14.04,16.39,18.34,22.13,25.01,29200,34100,38140,46030,52020
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,43570,1.7,19.29,40120,0.5,13.84,16.09,18.27,22.1,24.9,28790,33470,38000,45970,51780
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,61250,1.7,19.4,40360,0.3,14.24,16.59,18.4,22.16,25.14,29620,34500,38260,46100,52280
51-7090,Miscellaneous Woodworkers,broad,7830,4.9,19,39520,1.0,13.58,15.65,18.15,21.56,26.28,28250,32540,37760,44840,54660
51-7099,"Woodworkers, All Other",detailed,7830,4.9,19,39520,1.0,13.58,15.65,18.15,21.56,26.28,28250,32540,37760,44840,54660
51-8000,Plant and System Operators,minor,283480,1.1,35,72810,0.3,19.01,23.96,32.26,45.64,52.32,39540,49830,67100,94940,108830
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,46300,1.3,47.21,98190,0.4,28.37,38.04,48.5,55.4,63.72,59010,79120,100890,115220,132540
51-8011,Nuclear Power Reactor Operators,detailed,5760,1.4,58.29,121240,0.4,44.36,49.94,57.86,64.47,73.07,92270,103880,120350,134100,151980
51-8012,Power Distributors and Dispatchers,detailed,9040,2.5,50.7,105460,0.5,32.87,42.04,50.36,59.05,66.8,68360,87440,104750,122830,138950
51-8013,Power Plant Operators,detailed,31490,1.9,44.17,91880,0.5,26,35.03,46.64,51.34,59.19,54080,72860,97010,106780,123120
51-8020,Stationary Engineers and Boiler Operators,broad,33840,2.3,35.18,73170,0.8,19.89,24.99,32.52,42.86,54.64,41360,51970,67640,89160,113660
